,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
2784,2.98,Bahrain2006,,"18,505,053,191",20826,Boomers
2785,1.56,Bahrain2006,,"18,505,053,191",20826,Boomers
2786,1.16,Bahrain2006,,"18,505,053,191",20826,Millenials
2787,0.0,Bahrain2006,,"18,505,053,191",20826,Millenials
2788,0.0,Bahrain2006,,"18,505,053,191",20826,Silent
2789,0.0,Bahrain2006,,"18,505,053,191",20826,Silent
2790,0.0,Bahrain2006,,"18,505,053,191",20826,Millenials
2791,0.0,Bahrain2006,,"18,505,053,191",20826,Silent
2792,7.91,Bahrain2007,,"21,730,000,000",22524,Generation X
2793,6.12,Bahrain2007,,"21,730,000,000",22524,Boomers
2794,6.07,Bahrain2007,,"21,730,000,000",22524,Silent
2795,5.38,Bahrain2007,,"21,730,000,000",22524,Millenials
2796,3.43,Bahrain2007,,"21,730,000,000",22524,Generation X
2797,1.82,Bahrain2007,,"21,730,000,000",22524,Boomers
2798,1.36,Bahrain2007,,"21,730,000,000",22524,Millenials
2799,0.0,Bahrain2007,,"21,730,000,000",22524,Generation Z
2800,0.0,Bahrain2007,,"21,730,000,000",22524,Silent
2801,0.0,Bahrain2007,,"21,730,000,000",22524,Silent
2802,0.0,Bahrain2007,,"21,730,000,000",22524,Generation Z
2803,0.0,Bahrain2007,,"21,730,000,000",22524,Silent
2804,10.67,Bahrain2008,,"25,710,877,660",25106,Generation X
2805,5.76,Bahrain2008,,"25,710,877,660",25106,Boomers
2806,3.93,Bahrain2008,,"25,710,877,660",25106,Millenials
2807,2.79,Bahrain2008,,"25,710,877,660",25106,Silent
2808,2.6,Bahrain2008,,"25,710,877,660",25106,Boomers
2809,2.14,Bahrain2008,,"25,710,877,660",25106,Generation X
2810,0.0,Bahrain2008,,"25,710,877,660",25106,Generation Z
2811,0.0,Bahrain2008,,"25,710,877,660",25106,Silent
2812,0.0,Bahrain2008,,"25,710,877,660",25106,Silent
2813,0.0,Bahrain2008,,"25,710,877,660",25106,Millenials
2814,0.0,Bahrain2008,,"25,710,877,660",25106,Generation Z
2815,0.0,Bahrain2008,,"25,710,877,660",25106,Silent
2816,5.77,Bahrain2009,,"22,938,218,085",20988,Boomers
2817,4.05,Bahrain2009,,"22,938,218,085",20988,Generation X
2818,4.02,Bahrain2009,,"22,938,218,085",20988,Generation X
2819,3.91,Bahrain2009,,"22,938,218,085",20988,Millenials
2820,2.63,Bahrain2009,,"22,938,218,085",20988,Silent
2821,2.53,Bahrain2009,,"22,938,218,085",20988,Generation Z
2822,1.68,Bahrain2009,,"22,938,218,085",20988,Boomers
2823,0.0,Bahrain2009,,"22,938,218,085",20988,Millenials
2824,0.0,Bahrain2009,,"22,938,218,085",20988,Generation Z
2825,0.0,Bahrain2009,,"22,938,218,085",20988,Silent
2826,0.0,Bahrain2009,,"22,938,218,085",20988,Silent
2827,0.0,Bahrain2009,,"22,938,218,085",20988,Silent
2828,3.17,Bahrain2010,0.819,"25,713,271,277",22572,Generation X
2829,2.55,Bahrain2010,0.819,"25,713,271,277",22572,Generation X
2830,2.38,Bahrain2010,0.819,"25,713,271,277",22572,Silent
2831,1.59,Bahrain2010,0.819,"25,713,271,277",22572,Generation X
2832,1.24,Bahrain2010,0.819,"25,713,271,277",22572,Millenials
2833,0.96,Bahrain2010,0.819,"25,713,271,277",22572,Generation X
2834,0.0,Bahrain2010,0.819,"25,713,271,277",22572,Generation Z
2835,0.0,Bahrain2010,0.819,"25,713,271,277",22572,Silent
2836,0.0,Bahrain2010,0.819,"25,713,271,277",22572,Silent
2837,0.0,Bahrain2010,0.819,"25,713,271,277",22572,Millenials
2838,0.0,Bahrain2010,0.819,"25,713,271,277",22572,Generation Z
2839,0.0,Bahrain2010,0.819,"25,713,271,277",22572,Silent
2840,2.95,Bahrain2011,0.817,"28,776,595,745",26078,Millenials
2841,2.28,Bahrain2011,0.817,"28,776,595,745",26078,Boomers
2842,2.04,Bahrain2011,0.817,"28,776,595,745",26078,Millenials
2843,1.81,Bahrain2011,0.817,"28,776,595,745",26078,Millenials
2844,1.65,Bahrain2011,0.817,"28,776,595,745",26078,Generation X
2845,1.62,Bahrain2011,0.817,"28,776,595,745",26078,Generation X
2846,1.32,Bahrain2011,0.817,"28,776,595,745",26078,Millenials
2847,1.29,Bahrain2011,0.817,"28,776,595,745",26078,Generation Z
2848,0.0,Bahrain2011,0.817,"28,776,595,745",26078,Boomers
2849,0.0,Bahrain2011,0.817,"28,776,595,745",26078,Silent
2850,0.0,Bahrain2011,0.817,"28,776,595,745",26078,Generation Z
2851,0.0,Bahrain2011,0.817,"28,776,595,745",26078,Silent
2852,4.64,Bahrain2012,0.819,"30,749,308,511",25587,Millenials
2853,2.24,Bahrain2012,0.819,"30,749,308,511",25587,Generation X
2854,0.9,Bahrain2012,0.819,"30,749,308,511",25587,Millenials
2855,0.9,Bahrain2012,0.819,"30,749,308,511",25587,Millenials
2856,0.0,Bahrain2012,0.819,"30,749,308,511",25587,Millenials
2857,0.0,Bahrain2012,0.819,"30,749,308,511",25587,Generation X
2858,0.0,Bahrain2012,0.819,"30,749,308,511",25587,Generation Z
2859,0.0,Bahrain2012,0.819,"30,749,308,511",25587,Boomers
2860,0.0,Bahrain2012,0.819,"30,749,308,511",25587,Silent
2861,0.0,Bahrain2012,0.819,"30,749,308,511",25587,Generation Z
2862,0.0,Bahrain2012,0.819,"30,749,308,511",25587,Boomers
2863,0.0,Bahrain2012,0.819,"30,749,308,511",25587,Silent
2864,0.91,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
2865,0.84,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
2866,0.74,Bahrain2013,0.821,"32,539,547,872",26793,Generation X
2867,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
2868,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
2869,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Generation X
2870,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Generation Z
2871,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Boomers
2872,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Silent
2873,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Generation Z
2874,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Boomers
2875,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Silent
2876,3.97,Bahrain2014,0.824,"33,387,712,766",27503,Millenials
2877,1.26,Bahrain2014,0.824,"33,387,712,766",27503,Millenials
2878,0.9,Bahrain2014,0.824,"33,387,712,766",27503,Millenials
2879,0.39,Bahrain2014,0.824,"33,387,712,766",27503,Generation X
2880,0.0,Bahrain2014,0.824,"33,387,712,766",27503,Millenials
2881,0.0,Bahrain2014,0.824,"33,387,712,766",27503,Generation X
2882,0.0,Bahrain2014,0.824,"33,387,712,766",27503,Generation Z
2883,0.0,Bahrain2014,0.824,"33,387,712,766",27503,Boomers
2884,0.0,Bahrain2014,0.824,"33,387,712,766",27503,Silent
2885,0.0,Bahrain2014,0.824,"33,387,712,766",27503,Generation Z
2886,0.0,Bahrain2014,0.824,"33,387,712,766",27503,Boomers
2887,0.0,Bahrain2014,0.824,"33,387,712,766",27503,Silent
2888,25.0,Barbados1985,0.7,"1,417,575,550",6137,G.I. Generation
2889,23.08,Barbados1985,0.7,"1,417,575,550",6137,G.I. Generation
2890,9.09,Barbados1985,0.7,"1,417,575,550",6137,Boomers
2891,4.55,Barbados1985,0.7,"1,417,575,550",6137,Boomers
2892,0.0,Barbados1985,0.7,"1,417,575,550",6137,Generation X
2893,0.0,Barbados1985,0.7,"1,417,575,550",6137,Silent
2894,0.0,Barbados1985,0.7,"1,417,575,550",6137,Generation X
2895,0.0,Barbados1985,0.7,"1,417,575,550",6137,G.I. Generation
2896,0.0,Barbados1985,0.7,"1,417,575,550",6137,G.I. Generation
2897,0.0,Barbados1985,0.7,"1,417,575,550",6137,Generation X
2898,0.0,Barbados1985,0.7,"1,417,575,550",6137,Silent
2899,0.0,Barbados1985,0.7,"1,417,575,550",6137,Generation X
2900,20.0,Barbados1986,,"1,556,321,742",6720,Silent
2901,7.63,Barbados1986,,"1,556,321,742",6720,Generation X
2902,4.55,Barbados1986,,"1,556,321,742",6720,Boomers
2903,4.55,Barbados1986,,"1,556,321,742",6720,Boomers
2904,0.0,Barbados1986,,"1,556,321,742",6720,Generation X
2905,0.0,Barbados1986,,"1,556,321,742",6720,Silent
2906,0.0,Barbados1986,,"1,556,321,742",6720,Generation X
2907,0.0,Barbados1986,,"1,556,321,742",6720,G.I. Generation
2908,0.0,Barbados1986,,"1,556,321,742",6720,G.I. Generation
2909,0.0,Barbados1986,,"1,556,321,742",6720,Generation X
2910,0.0,Barbados1986,,"1,556,321,742",6720,G.I. Generation
2911,0.0,Barbados1986,,"1,556,321,742",6720,G.I. Generation
2912,8.2,Barbados1987,,"1,713,771,321",7333,Silent
2913,7.69,Barbados1987,,"1,713,771,321",7333,G.I. Generation
2914,4.95,Barbados1987,,"1,713,771,321",7333,Silent
2915,4.5,Barbados1987,,"1,713,771,321",7333,Boomers
2916,4.12,Barbados1987,,"1,713,771,321",7333,Generation X
2917,0.0,Barbados1987,,"1,713,771,321",7333,Generation X
2918,0.0,Barbados1987,,"1,713,771,321",7333,Boomers
2919,0.0,Barbados1987,,"1,713,771,321",7333,Generation X
2920,0.0,Barbados1987,,"1,713,771,321",7333,G.I. Generation
2921,0.0,Barbados1987,,"1,713,771,321",7333,G.I. Generation
2922,0.0,Barbados1987,,"1,713,771,321",7333,Generation X
2923,0.0,Barbados1987,,"1,713,771,321",7333,G.I. Generation
2924,22.32,Barbados1988,,"1,822,815,594",7763,Boomers
2925,14.71,Barbados1988,,"1,822,815,594",7763,Silent
2926,7.63,Barbados1988,,"1,822,815,594",7763,G.I. Generation
2927,7.58,Barbados1988,,"1,822,815,594",7763,Generation X
2928,5.15,Barbados1988,,"1,822,815,594",7763,G.I. Generation
2929,0.0,Barbados1988,,"1,822,815,594",7763,Generation X
2930,0.0,Barbados1988,,"1,822,815,594",7763,Boomers
2931,0.0,Barbados1988,,"1,822,815,594",7763,Silent
2932,0.0,Barbados1988,,"1,822,815,594",7763,Generation X
2933,0.0,Barbados1988,,"1,822,815,594",7763,G.I. Generation
2934,0.0,Barbados1988,,"1,822,815,594",7763,Generation X
2935,0.0,Barbados1988,,"1,822,815,594",7763,G.I. Generation
2936,26.09,Barbados1989,,"2,015,731,029",8541,Silent
2937,14.29,Barbados1989,,"2,015,731,029",8541,G.I. Generation
2938,12.0,Barbados1989,,"2,015,731,029",8541,Generation X
2939,8.7,Barbados1989,,"2,015,731,029",8541,Boomers
2940,8.33,Barbados1989,,"2,015,731,029",8541,Generation X
2941,4.17,Barbados1989,,"2,015,731,029",8541,Boomers
2942,0.0,Barbados1989,,"2,015,731,029",8541,Silent
2943,0.0,Barbados1989,,"2,015,731,029",8541,Generation X
2944,0.0,Barbados1989,,"2,015,731,029",8541,G.I. Generation
2945,0.0,Barbados1989,,"2,015,731,029",8541,G.I. Generation
2946,0.0,Barbados1989,,"2,015,731,029",8541,Generation X
2947,0.0,Barbados1989,,"2,015,731,029",8541,G.I. Generation
2948,60.0,Barbados1990,0.716,"2,023,318,252",8537,G.I. Generation
2949,20.83,Barbados1990,0.716,"2,023,318,252",8537,Silent
2950,15.38,Barbados1990,0.716,"2,023,318,252",8537,G.I. Generation
2951,8.33,Barbados1990,0.716,"2,023,318,252",8537,Boomers
2952,7.69,Barbados1990,0.716,"2,023,318,252",8537,Silent
2953,5.0,Barbados1990,0.716,"2,023,318,252",8537,G.I. Generation
2954,4.0,Barbados1990,0.716,"2,023,318,252",8537,Generation X
2955,0.0,Barbados1990,0.716,"2,023,318,252",8537,Generation X
2956,0.0,Barbados1990,0.716,"2,023,318,252",8537,Boomers
2957,0.0,Barbados1990,0.716,"2,023,318,252",8537,Generation X
2958,0.0,Barbados1990,0.716,"2,023,318,252",8537,G.I. Generation
2959,0.0,Barbados1990,0.716,"2,023,318,252",8537,Generation X
2960,20.0,Barbados1991,,"2,007,109,829",8469,Boomers
2961,17.39,Barbados1991,,"2,007,109,829",8469,Boomers
2962,15.0,Barbados1991,,"2,007,109,829",8469,Silent
2963,12.5,Barbados1991,,"2,007,109,829",8469,Generation X
2964,7.69,Barbados1991,,"2,007,109,829",8469,Silent
2965,4.35,Barbados1991,,"2,007,109,829",8469,Boomers
2966,0.0,Barbados1991,,"2,007,109,829",8469,Generation X
2967,0.0,Barbados1991,,"2,007,109,829",8469,Boomers
2968,0.0,Barbados1991,,"2,007,109,829",8469,Millenials
2969,0.0,Barbados1991,,"2,007,109,829",8469,G.I. Generation
2970,0.0,Barbados1991,,"2,007,109,829",8469,Millenials
2971,0.0,Barbados1991,,"2,007,109,829",8469,G.I. Generation
2972,19.23,Barbados1992,,"1,950,900,000",8129,Boomers
2973,17.39,Barbados1992,,"1,950,900,000",8129,Boomers
2974,14.29,Barbados1992,,"1,950,900,000",8129,Silent
2975,5.0,Barbados1992,,"1,950,900,000",8129,Silent
2976,4.17,Barbados1992,,"1,950,900,000",8129,Boomers
2977,3.45,Barbados1992,,"1,950,900,000",8129,Boomers
2978,0.0,Barbados1992,,"1,950,900,000",8129,Generation X
2979,0.0,Barbados1992,,"1,950,900,000",8129,Millenials
2980,0.0,Barbados1992,,"1,950,900,000",8129,G.I. Generation
2981,0.0,Barbados1992,,"1,950,900,000",8129,Generation X
2982,0.0,Barbados1992,,"1,950,900,000",8129,Millenials
2983,0.0,Barbados1992,,"1,950,900,000",8129,G.I. Generation
2984,21.9,Barbados1993,,"2,046,189,032",8540,Silent
2985,21.37,Barbados1993,,"2,046,189,032",8540,Generation X
2986,18.87,Barbados1993,,"2,046,189,032",8540,G.I. Generation
2987,12.55,Barbados1993,,"2,046,189,032",8540,Boomers
2988,10.95,Barbados1993,,"2,046,189,032",8540,Boomers
2989,5.29,Barbados1993,,"2,046,189,032",8540,Silent
2990,0.0,Barbados1993,,"2,046,189,032",8540,Generation X
2991,0.0,Barbados1993,,"2,046,189,032",8540,Boomers
2992,0.0,Barbados1993,,"2,046,189,032",8540,Boomers
2993,0.0,Barbados1993,,"2,046,189,032",8540,Millenials
2994,0.0,Barbados1993,,"2,046,189,032",8540,G.I. Generation
2995,0.0,Barbados1993,,"2,046,189,032",8540,Millenials
2996,22.22,Barbados1994,,"2,151,295,182",8953,Silent
2997,17.48,Barbados1994,,"2,151,295,182",8953,Boomers
2998,10.64,Barbados1994,,"2,151,295,182",8953,Silent
2999,4.74,Barbados1994,,"2,151,295,182",8953,Millenials
3000,4.37,Barbados1994,,"2,151,295,182",8953,Boomers
3001,4.37,Barbados1994,,"2,151,295,182",8953,Generation X
3002,3.26,Barbados1994,,"2,151,295,182",8953,Boomers
3003,0.0,Barbados1994,,"2,151,295,182",8953,Generation X
3004,0.0,Barbados1994,,"2,151,295,182",8953,Millenials
3005,0.0,Barbados1994,,"2,151,295,182",8953,G.I. Generation
3006,0.0,Barbados1994,,"2,151,295,182",8953,Boomers
3007,0.0,Barbados1994,,"2,151,295,182",8953,G.I. Generation
3008,29.66,Barbados1995,0.731,"2,261,969,870",9378,Generation X
3009,10.0,Barbados1995,0.731,"2,261,969,870",9378,Boomers
3010,9.09,Barbados1995,0.731,"2,261,969,870",9378,Generation X
3011,7.46,Barbados1995,0.731,"2,261,969,870",9378,Silent
3012,6.29,Barbados1995,0.731,"2,261,969,870",9378,Boomers
3013,5.35,Barbados1995,0.731,"2,261,969,870",9378,Silent
3014,4.44,Barbados1995,0.731,"2,261,969,870",9378,Generation X
3015,0.0,Barbados1995,0.731,"2,261,969,870",9378,Generation X
3016,0.0,Barbados1995,0.731,"2,261,969,870",9378,Millenials
3017,0.0,Barbados1995,0.731,"2,261,969,870",9378,G.I. Generation
3018,0.0,Barbados1995,0.731,"2,261,969,870",9378,Millenials
3019,0.0,Barbados1995,0.731,"2,261,969,870",9378,G.I. Generation
3020,19.07,Barbados2000,0.753,"3,121,500,000",12430,Generation X
3021,8.11,Barbados2000,0.753,"3,121,500,000",12430,Boomers
3022,4.99,Barbados2000,0.753,"3,121,500,000",12430,Generation X
3023,4.96,Barbados2000,0.753,"3,121,500,000",12430,Boomers
3024,0.0,Barbados2000,0.753,"3,121,500,000",12430,Generation X
3025,0.0,Barbados2000,0.753,"3,121,500,000",12430,Generation X
3026,0.0,Barbados2000,0.753,"3,121,500,000",12430,Millenials
3027,0.0,Barbados2000,0.753,"3,121,500,000",12430,Silent
3028,0.0,Barbados2000,0.753,"3,121,500,000",12430,G.I. Generation
3029,0.0,Barbados2000,0.753,"3,121,500,000",12430,Millenials
3030,0.0,Barbados2000,0.753,"3,121,500,000",12430,Silent
3031,0.0,Barbados2000,0.753,"3,121,500,000",12430,G.I. Generation
3032,5.99,Barbados2001,,"3,116,650,000",12348,Silent
3033,2.66,Barbados2001,,"3,116,650,000",12348,Boomers
3034,0.0,Barbados2001,,"3,116,650,000",12348,Millenials
3035,0.0,Barbados2001,,"3,116,650,000",12348,Generation X
3036,0.0,Barbados2001,,"3,116,650,000",12348,Boomers
3037,0.0,Barbados2001,,"3,116,650,000",12348,Millenials
3038,0.0,Barbados2001,,"3,116,650,000",12348,Silent
3039,0.0,Barbados2001,,"3,116,650,000",12348,Silent
3040,0.0,Barbados2001,,"3,116,650,000",12348,Millenials
3041,0.0,Barbados2001,,"3,116,650,000",12348,Generation X
3042,0.0,Barbados2001,,"3,116,650,000",12348,Millenials
3043,0.0,Barbados2001,,"3,116,650,000",12348,Silent
3044,0.0,Barbados2002,,"3,169,600,000",12511,Millenials
3045,0.0,Barbados2002,,"3,169,600,000",12511,Generation X
3046,0.0,Barbados2002,,"3,169,600,000",12511,Boomers
3047,0.0,Barbados2002,,"3,169,600,000",12511,Millenials
3048,0.0,Barbados2002,,"3,169,600,000",12511,Silent
3049,0.0,Barbados2002,,"3,169,600,000",12511,Silent
3050,0.0,Barbados2002,,"3,169,600,000",12511,Millenials
3051,0.0,Barbados2002,,"3,169,600,000",12511,Generation X
3052,0.0,Barbados2002,,"3,169,600,000",12511,Boomers
3053,0.0,Barbados2002,,"3,169,600,000",12511,Millenials
3054,0.0,Barbados2002,,"3,169,600,000",12511,Silent
3055,0.0,Barbados2002,,"3,169,600,000",12511,Silent
3056,0.0,Barbados2003,,"3,274,850,000",12887,Millenials
3057,0.0,Barbados2003,,"3,274,850,000",12887,Generation X
3058,0.0,Barbados2003,,"3,274,850,000",12887,Boomers
3059,0.0,Barbados2003,,"3,274,850,000",12887,Millenials
3060,0.0,Barbados2003,,"3,274,850,000",12887,Silent
3061,0.0,Barbados2003,,"3,274,850,000",12887,Silent
3062,0.0,Barbados2003,,"3,274,850,000",12887,Millenials
3063,0.0,Barbados2003,,"3,274,850,000",12887,Generation X
3064,0.0,Barbados2003,,"3,274,850,000",12887,Boomers
3065,0.0,Barbados2003,,"3,274,850,000",12887,Millenials
3066,0.0,Barbados2003,,"3,274,850,000",12887,Silent
3067,0.0,Barbados2003,,"3,274,850,000",12887,Silent
3068,7.79,Barbados2004,,"3,514,350,000",13786,Boomers
3069,0.0,Barbados2004,,"3,514,350,000",13786,Millenials
3070,0.0,Barbados2004,,"3,514,350,000",13786,Generation X
3071,0.0,Barbados2004,,"3,514,350,000",13786,Boomers
3072,0.0,Barbados2004,,"3,514,350,000",13786,Millenials
3073,0.0,Barbados2004,,"3,514,350,000",13786,Silent
3074,0.0,Barbados2004,,"3,514,350,000",13786,Silent
3075,0.0,Barbados2004,,"3,514,350,000",13786,Millenials
3076,0.0,Barbados2004,,"3,514,350,000",13786,Generation X
3077,0.0,Barbados2004,,"3,514,350,000",13786,Millenials
3078,0.0,Barbados2004,,"3,514,350,000",13786,Silent
3079,0.0,Barbados2004,,"3,514,350,000",13786,Silent
3080,2.58,Barbados2005,0.765,"3,897,300,000",15230,Boomers
3081,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials
3082,0.0,Barbados2005,0.765,"3,897,300,000",15230,Generation X
3083,0.0,Barbados2005,0.765,"3,897,300,000",15230,Boomers
3084,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials
3085,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent
3086,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent
3087,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials
3088,0.0,Barbados2005,0.765,"3,897,300,000",15230,Generation X
3089,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials
3090,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent
3091,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent
3092,17.27,Barbados2006,,"4,246,600,000",16531,Silent
3093,12.83,Barbados2006,,"4,246,600,000",16531,Boomers
3094,10.16,Barbados2006,,"4,246,600,000",16531,Generation X
3095,5.12,Barbados2006,,"4,246,600,000",16531,Silent
3096,0.0,Barbados2006,,"4,246,600,000",16531,Millenials
3097,0.0,Barbados2006,,"4,246,600,000",16531,Generation X
3098,0.0,Barbados2006,,"4,246,600,000",16531,Boomers
3099,0.0,Barbados2006,,"4,246,600,000",16531,Millenials
3100,0.0,Barbados2006,,"4,246,600,000",16531,Silent
3101,0.0,Barbados2006,,"4,246,600,000",16531,Silent
3102,0.0,Barbados2006,,"4,246,600,000",16531,Millenials
3103,0.0,Barbados2006,,"4,246,600,000",16531,Millenials
3104,0.0,Barbados2007,,"4,523,750,000",17528,Millenials
3105,0.0,Barbados2007,,"4,523,750,000",17528,Generation X
3106,0.0,Barbados2007,,"4,523,750,000",17528,Boomers
3107,0.0,Barbados2007,,"4,523,750,000",17528,Generation Z
3108,0.0,Barbados2007,,"4,523,750,000",17528,Silent
3109,0.0,Barbados2007,,"4,523,750,000",17528,Silent
3110,0.0,Barbados2007,,"4,523,750,000",17528,Millenials
3111,0.0,Barbados2007,,"4,523,750,000",17528,Generation X
3112,0.0,Barbados2007,,"4,523,750,000",17528,Boomers
3113,0.0,Barbados2007,,"4,523,750,000",17528,Generation Z
3114,0.0,Barbados2007,,"4,523,750,000",17528,Silent
3115,0.0,Barbados2007,,"4,523,750,000",17528,Silent
3116,2.31,Barbados2008,,"4,607,300,000",17760,Boomers
3117,0.0,Barbados2008,,"4,607,300,000",17760,Millenials
3118,0.0,Barbados2008,,"4,607,300,000",17760,Generation X
3119,0.0,Barbados2008,,"4,607,300,000",17760,Generation Z
3120,0.0,Barbados2008,,"4,607,300,000",17760,Silent
3121,0.0,Barbados2008,,"4,607,300,000",17760,Silent
3122,0.0,Barbados2008,,"4,607,300,000",17760,Millenials
3123,0.0,Barbados2008,,"4,607,300,000",17760,Generation X
3124,0.0,Barbados2008,,"4,607,300,000",17760,Boomers
3125,0.0,Barbados2008,,"4,607,300,000",17760,Generation Z
3126,0.0,Barbados2008,,"4,607,300,000",17760,Silent
3127,0.0,Barbados2008,,"4,607,300,000",17760,Silent
3128,16.61,Barbados2009,,"4,434,050,000",17007,Silent
3129,7.61,Barbados2009,,"4,434,050,000",17007,Boomers
3130,4.58,Barbados2009,,"4,434,050,000",17007,Silent
3131,0.0,Barbados2009,,"4,434,050,000",17007,Millenials
3132,0.0,Barbados2009,,"4,434,050,000",17007,Generation X
3133,0.0,Barbados2009,,"4,434,050,000",17007,Boomers
3134,0.0,Barbados2009,,"4,434,050,000",17007,Generation Z
3135,0.0,Barbados2009,,"4,434,050,000",17007,Silent
3136,0.0,Barbados2009,,"4,434,050,000",17007,Silent
3137,0.0,Barbados2009,,"4,434,050,000",17007,Millenials
3138,0.0,Barbados2009,,"4,434,050,000",17007,Generation X
3139,0.0,Barbados2009,,"4,434,050,000",17007,Generation Z
3140,7.62,Barbados2010,0.78,"4,461,650,000",17034,Generation X
3141,0.0,Barbados2010,0.78,"4,461,650,000",17034,Millenials
3142,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation X
3143,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation X
3144,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation Z
3145,0.0,Barbados2010,0.78,"4,461,650,000",17034,Silent
3146,0.0,Barbados2010,0.78,"4,461,650,000",17034,Silent
3147,0.0,Barbados2010,0.78,"4,461,650,000",17034,Millenials
3148,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation X
3149,0.0,Barbados2010,0.78,"4,461,650,000",17034,Generation Z
3150,0.0,Barbados2010,0.78,"4,461,650,000",17034,Silent
3151,0.0,Barbados2010,0.78,"4,461,650,000",17034,Silent
